phenomenon;sentence_good;sentence_bad
PARTICLE OBJ. ORDER;Pelle byggde upp huset;Pelle byggde huset upp
PARTICLE OBJ. ORDER;Rebecka rev ner tavlan;Rebecka rev tavlan ner
PARTICLE OBJ. ORDER;Företaget städade undan bevisen;Företaget städade bevisen undan
PARTICLE OBJ. ORDER;Sara kastade bort bågen;Sara kastade bågen bort
PARTICLE OBJ. ORDER;Tjuvarna tog sönder banken;Tjuvarna tog banken sönder
PARTICLE OBJ. ORDER;Ormen åt upp råttan;Ormen åt råttan upp
PARTICLE OBJ. ORDER;Nils kastade bort marmeladburken;Nils kastade marmeladburken bort
PARTICLE OBJ. ORDER;Jonas lade undan gardinen;Jonas lade gardinen undan
PARTICLE OBJ. ORDER;Alf sopade bort teckningen;Alf sopade teckningen bort
PARTICLE OBJ. ORDER;Katrin läste ut tidningen;Katrin läste tidningen ut
PARTICLE OBJ. ORDER;Niklas hängde upp brickan;Niklas hängde brickan upp
PARTICLE OBJ. ORDER;Sara tog fram väskan;Sara tog väskan fram
PARTICLE OBJ. ORDER;Viola skrev ner receptet;Viola skrev receptet ner
PARTICLE OBJ. ORDER;Flora satte på snäckan;Flora satte snäckan på
PARTICLE OBJ. ORDER;Anna åt upp maskinen;Anna åt maskinen upp
PARTICLE OBJ. ORDER;Sofie drog av tröjan;Sofie drog tröjan av
PARTICLE OBJ. ORDER;Murat bar ut tavlan;Murat bar tavlan ut
PARTICLE OBJ. ORDER;Muhammed gav bort pengarna;Muhammed gav pengarna bort
PARTICLE OBJ. ORDER;Ahmed tog emot kompassen;Ahmed tog kompassen emot
PARTICLE OBJ. ORDER;Mats lade till appen;Mats lade appen till
PARTICLE OBJ. ORDER;Eva tog av lådan;Eva tog lådan av
PARTICLE OBJ. ORDER;Fredrik skickade iväg sladden;Fredrik skickade sladden iväg
PARTICLE OBJ. ORDER;Johan höll fast ringen;Johan höll ringen fast
PARTICLE OBJ. ORDER;Meriem släppte in skålen;Meriem släppte skålen in
PARTICLE OBJ. ORDER;Beata stängde av radion;Beata stängde radion av
PARTICLE OBJ. ORDER;Joakim öppnade upp hatten;Joakim öppnade hatten upp
PARTICLE OBJ. ORDER;Robert satte fast skärmen;Robert satte skärmen fast
PARTICLE OBJ. ORDER;Emanuel knöt upp leksaken;Emanuel knöt leksaken upp
PARTICLE OBJ. ORDER;Tobias slog av tekokaren;Tobias slog tekokaren av
PARTICLE OBJ. ORDER;Daniel betalade av asken;Daniel betalade asken av
PARTICLE OBJ. ORDER;Torgny sköt upp påsen;Torgny sköt påsen upp
PARTICLE OBJ. ORDER;Erik drog ner piskan;Erik drog piskan ner
PARTICLE OBJ. ORDER;Ulla hängde av pjäsen;Ulla hängde pjäsen av
PARTICLE OBJ. ORDER;Anders kastade in lampan;Anders kastade lampan in
PARTICLE OBJ. ORDER;Kristina slängde bort motorn;Kristina slängde motorn bort
PARTICLE OBJ. ORDER;Klara tog upp tröjan;Klara tog tröjan upp
PARTICLE OBJ. ORDER;Olle fyllde på burken;Olle fyllde burken på
PARTICLE OBJ. ORDER;Helga stängde av maskinen;Helga stängde maskinen av
PARTICLE OBJ. ORDER;Karl skrev av receptet;Karl skrev receptet av
PARTICLE OBJ. ORDER;Uma tryckte ut västen;Uma tryckte västen ut
PARTICLE OBJ. ORDER;Alba frågade ut kartan;Alba frågade kartan ut
PARTICLE OBJ. ORDER;Rune skrämde upp vampyren;Rune skrämde vampyren upp
PARTICLE OBJ. ORDER;Iris satte igång spaden;Iris satte spaden igång
PARTICLE OBJ. ORDER;Vive satte ihop tunnan;Vive satte tunnan ihop
PARTICLE OBJ. ORDER;Dick lade ihop fiolen;Dick lade fiolen ihop
PARTICLE OBJ. ORDER;Runar lade fram jackan;Runar lade jackan fram
PARTICLE OBJ. ORDER;Janice lade bort stöveln;Janice lade stöveln bort
PARTICLE OBJ. ORDER;Elias lade ner bollen;Elias lade bollen ner
PARTICLE OBJ. ORDER;Pontus klev av pennan;Pontus klev pennan av
PARTICLE OBJ. ORDER;Albin lade om såret;Albin lade såret om
PARTICLE OBJ. ORDER;Nico lade upp vispen;Nico lade vispen upp
PARTICLE OBJ. ORDER;Josefin lade ut skeden;Josefin lade skeden ut
PARTICLE OBJ. ORDER;Nicole såg till grytan;Nicole såg grytan till
PARTICLE OBJ. ORDER;Hanna klev över sleven;Hanna klev sleven över
PARTICLE OBJ. ORDER;Fanny matade på mattan;Fanny matade mattan på
PARTICLE OBJ. ORDER;Ida hörde av plånboken;Ida hörde plånboken av
PARTICLE OBJ. ORDER;Maj stack in kniven;Maj stack kniven in
PARTICLE OBJ. ORDER;Majken rev upp hinken;Majken rev hinken upp
PARTICLE OBJ. ORDER;Linn skrev under kontraktet;Linn skrev kontraktet under
PARTICLE OBJ. ORDER;Alexander lirkade upp plankan;Alexander lirkade plankan upp
PARTICLE OBJ. ORDER;Erika spelade in väven;Erika spelade väven in
PARTICLE OBJ. ORDER;Sandra spelade upp bandet;Sandra spelade bandet upp
PARTICLE OBJ. ORDER;Kristin drog fram tavlan;Kristin drog tavlan fram
PARTICLE OBJ. ORDER;Christine drog bort rutan;Christine drog rutan bort
PARTICLE OBJ. ORDER;Caroline drog undan borsten;Caroline drog borsten undan
PARTICLE OBJ. ORDER;Ingrid körde över saxen;Ingrid körde saxen över
PARTICLE OBJ. ORDER;Inger körde på frimärket;Inger körde frimärket på
PARTICLE OBJ. ORDER;Aina körde bort dörren;Aina körde dörren bort
PARTICLE OBJ. ORDER;Ebba klippte av klockan;Ebba klippte klockan av
PARTICLE OBJ. ORDER;Ellen skar upp nyckeln;Ellen skar nyckeln upp
PARTICLE OBJ. ORDER;Helena bröt upp bryggan;Helena bröt bryggan upp
PARTICLE OBJ. ORDER;Kerstin bar in sängen;Kerstin bar sängen in
PARTICLE OBJ. ORDER;Adam lade upp växeln;Adam lade växeln upp
PARTICLE OBJ. ORDER;Magdalena tog över fjärrkontrollen;Magdalena tog fjärrkontrollen över
PARTICLE OBJ. ORDER;Alice tog bort skivan;Alice tog skivan bort
PARTICLE OBJ. ORDER;Josef slog ut boxaren;Josef slog boxaren ut
PARTICLE OBJ. ORDER;John slog på bränslepumparna;John slog bränslepumparna på
PARTICLE OBJ. ORDER;Christel slog ner låset;Christel slog låset ner
PARTICLE OBJ. ORDER;Ann-Katrin slog upp ramen;Ann-Katrin slog ramen upp
PARTICLE OBJ. ORDER;Anna-Lena slog in spiken;Anna-Lena slog spiken in
PARTICLE OBJ. ORDER;Nada slog igen skivan;Nada slog skivan igen
PARTICLE OBJ. ORDER;Linda fyllde i bokstaven;Linda fyllde bokstaven i
PARTICLE OBJ. ORDER;Maria fyllde ut trumman;Maria fyllde trumman ut
PARTICLE OBJ. ORDER;Ted fyllde igen hålet;Ted fyllde hålet igen
PARTICLE OBJ. ORDER;Tobias klädde på klubban;Tobias klädde klubban på
PARTICLE OBJ. ORDER;Björn klädde av växeln;Björn klädde växeln av
PARTICLE OBJ. ORDER;Tryggve hängde upp staven;Tryggve hängde staven upp
PARTICLE OBJ. ORDER;Maude hängde ut datorn;Maude hängde datorn ut
PARTICLE OBJ. ORDER;Adina slog in skärmen;Adina slog skärmen in
PARTICLE OBJ. ORDER;Freja lindade in pinnen;Freja lindade pinnen in
PARTICLE OBJ. ORDER;Otis hängde in lappen;Otis hängde lappen in
PARTICLE OBJ. ORDER;Ylva målade om snöret;Ylva målade snöret om
PARTICLE OBJ. ORDER;Oscar målade över pärlan;Oscar målade pärlan över
PARTICLE OBJ. ORDER;Henning stämde upp gitarren;Henning stämde gitarren upp
PARTICLE OBJ. ORDER;Saga målade över skatten;Saga målade skatten över
PARTICLE OBJ. ORDER;Klas målade av handsken;Klas målade handsken av
ADJ. NOUN AGR. GEN.;Ett äpple var rött;Ett äpple var röd
ADJ. NOUN AGR. GEN.;En bok var röd;En bok var rött
ADJ. NOUN AGR. GEN.;Ett får var ulligt;Ett får var ullig
ADJ. NOUN AGR. GEN.;Ett rådjur var skyggt;Ett rådjur var skygg
ADJ. NOUN AGR. GEN.;Ett lejon var argt;Ett lejon var arg
ADJ. NOUN AGR. GEN.;Ett lodjur var smidigt;Ett lodjur var smidig
ADJ. NOUN AGR. GEN.;Ett djur var gulligt;Ett djur var gullig
ADJ. NOUN AGR. GEN.;Ett avgasrör var smutsigt;Ett avgasrör var smutsig
ADJ. NOUN AGR. GEN.;Ett svin var grymt;Ett svin var grym
ADJ. NOUN AGR. GEN.;Ett vildsvin var vilt;Ett vildsvin var vild
ADJ. NOUN AGR. GEN.;Ett lamm var oskyldigt;Ett lamm var oskyldig
ADJ. NOUN AGR. GEN.;Ett avskum var otrevligt;Ett avskum var otrevlig
ADJ. NOUN AGR. GEN.;Ett havsdjur var mystiskt;Ett havsdjur var mystisk
ADJ. NOUN AGR. GEN.;Ett lejon var starkt;Ett lejon var stark
ADJ. NOUN AGR. GEN.;Ett linne var randigt;Ett linne var randig
ADJ. NOUN AGR. GEN.;Ett samlag var snabbt;Ett samlag var snabb
ADJ. NOUN AGR. GEN.;Ett kikarsikte var stickigt;Ett kikarsikte var stickig
ADJ. NOUN AGR. GEN.;Ett kräftdjur var klantigt;Ett kräftdjur var klantig
ADJ. NOUN AGR. GEN.;Ett skaldjur var rosigt;Ett skaldjur var rosig
ADJ. NOUN AGR. GEN.;Ett hörn var lustigt;Ett hörn var lustig
ADJ. NOUN AGR. GEN.;Ett gäss var vilt;Ett gäss var vild
ADJ. NOUN AGR. GEN.;Ett ankdjur var vitt;Ett ankdjur var vit
ADJ. NOUN AGR. GEN.;Ett fjäderfä var högljutt;Ett fjäderfä var högljudd
ADJ. NOUN AGR. GEN.;Ett barn var litet;Ett barn var liten
ADJ. NOUN AGR. GEN.;Ett syskon var otäckt;Ett syskon var otäck
ADJ. NOUN AGR. GEN.;Ett kusinbarn var avlägset;Ett kusinbarn var avlägsen
ADJ. NOUN AGR. GEN.;Ett hustak var blått;Ett hustak var blå
ADJ. NOUN AGR. GEN.;Ett småbarn var fränt;Ett småbarn var frän
ADJ. NOUN AGR. GEN.;Ett förskolebarn var busigt;Ett förskolebarn var busig
ADJ. NOUN AGR. GEN.;Ett skolbarn var oroligt;Ett skolbarn var orolig
ADJ. NOUN AGR. GEN.;Ett tonårsbarn var flitigt;Ett tonårsbarn var flitig
ADJ. NOUN AGR. GEN.;Ett tvillingbarn var bortglömt;Ett tvillingbarn var bortglömd
ADJ. NOUN AGR. GEN.;Ett fosterbarn var delat;Ett fosterbarn var delad
ADJ. NOUN AGR. GEN.;Ett samband var entydigt;Ett sambarn var entydig
ADJ. NOUN AGR. GEN.;Ett styvbarn var ensamt;Ett styvbarn var ensam
ADJ. NOUN AGR. GEN.;Ett bonusbarn var ofantligt;Ett bonusbarn var ofantlig
ADJ. NOUN AGR. GEN.;Ett grannbarn var fattigt;Ett grannbarn var fattig
ADJ. NOUN AGR. GEN.;Ett vuxenbarn var nyinflyttat;Ett vuxenbarn var nyinflyttad
ADJ. NOUN AGR. GEN.;Ett asylbarn var drabbat;Ett asylbarn var drabbad
ADJ. NOUN AGR. GEN.;Ett krigsbarn var kallsvettigt;Ett krigsbarn var kallsvettig
ADJ. NOUN AGR. GEN.;Ett ensambarn var försummat;Ett ensambarn var försummad
ADJ. NOUN AGR. GEN.;Ett gatubarn var påbylsat;Ett gatubarn var påbylsad
ADJ. NOUN AGR. GEN.;Ett invandrarbarn var uppklätt;Ett invandrarbarn var uppklädd
ADJ. NOUN AGR. GEN.;Ett arbetarbarn var borgerligt;Ett arbetarbarn var borgerlig
ADJ. NOUN AGR. GEN.;Ett tjänstemannabarn var ärofullt;Ett tjänstemannabarn var ärofull
ADJ. NOUN AGR. GEN.;Ett adelbarn var omtänksamt;Ett adelbarn var omtänksam
ADJ. NOUN AGR. GEN.;En pappa var kärleksfull;En pappa var kärleksfullt
ADJ. NOUN AGR. GEN.;En mamma var ung;En mamma var ungt
ADJ. NOUN AGR. GEN.;En flicka var lekfull;En flicka var lekfullt
ADJ. NOUN AGR. GEN.;En pojke var kunnig;En pojke var kunnigt
ADJ. NOUN AGR. GEN.;En lärare var opartisk;En lärare var opartiskt
ADJ. NOUN AGR. GEN.;En domare var nyfiken;En domare var nyfiket
ADJ. NOUN AGR. GEN.;En forskare var karismatisk;En forskare var karismatiskt
ADJ. NOUN AGR. GEN.;En ledare var vältalig;En ledare var vältaligt
ADJ. NOUN AGR. GEN.;En talare var rörig;En talare var rörigt
ADJ. NOUN AGR. GEN.;En åkare var flitig;En åkare var flitigt
ADJ. NOUN AGR. GEN.;En målare var klumpig;En målare var klumpigt
ADJ. NOUN AGR. GEN.;En sångare var tjock;En sångare var tjockt
ADJ. NOUN AGR. GEN.;En spelare var äcklig;En spelare var äckligt
ADJ. NOUN AGR. GEN.;En tävlande var ambitiös;En tävlande var ambitiöst
ADJ. NOUN AGR. GEN.;En studerande var vetgirig;En studerande var vetgirigt
ADJ. NOUN AGR. GEN.;En arbetande var rolig;En arbetande var roligt
ADJ. NOUN AGR. GEN.;En resande var rynkig;En resande var rynkigt
ADJ. NOUN AGR. GEN.;En seglare var eftertänksam;En seglare var eftertänksamt
ADJ. NOUN AGR. GEN.;En åkande var död;En åkande var dött
ADJ. NOUN AGR. GEN.;En boende var piffig;En boende var piffigt
ADJ. NOUN AGR. GEN.;En anställd var mörk;En anställd var mörkt
ADJ. NOUN AGR. GEN.;En anstående var noggrann;En anstående var noggrant
ADJ. NOUN AGR. GEN.;En sökande var ivrig;En sökande var ivrigt
ADJ. NOUN AGR. GEN.;En väktare var modig;En väktare var modigt
ADJ. NOUN AGR. GEN.;En krigare var skadad;En krigare var skadat
ADJ. NOUN AGR. GEN.;En arbetare var händig;En arbetare var händigt
ADJ. NOUN AGR. GEN.;En snickare var målmedveten;En snickare var målmedvetet
ADJ. NOUN AGR. GEN.;En målare var blyg;En målare var blygt
ADJ. NOUN AGR. GEN.;En byggare var engagerad;En byggare var engagerat
ADJ. NOUN AGR. GEN.;En deltagare var kunnig;En deltagare var kunnigt
ADJ. NOUN AGR. GEN.;En försäljare var törstig;En försäljare var törstigt
ADJ. NOUN AGR. GEN.;En vårdare var omsorgsfull;En vårdare var omsorgsfullt
ADJ. NOUN AGR. GEN.;En skötare var from;En skötare var fromt
ADJ. NOUN AGR. GEN.;En präst var brottslig;En präst var brottsligt
ADJ. NOUN AGR. GEN.;En brottsling var tjuvaktig;En brottsling var tjuvaktigt
ADJ. NOUN AGR. GEN.;En tjuv var lojal;En tjuv var lojalt
ADJ. NOUN AGR. GEN.;En vän var fientlig;En vän var fientligt
ADJ. NOUN AGR. GEN.;En fiende var borsprungen;En fiende var borsprunget
ADJ. NOUN AGR. GEN.;En granne var förfärlig;En granne var förfärligt
ADJ. NOUN AGR. GEN.;En släkting var sjuk;En släkting var sjukt
ADJ. NOUN AGR. GEN.;En patient var rik;En patient var rikt
ADJ. NOUN AGR. GEN.;En kund var politisk;En kund var politiskt
ADJ. NOUN AGR. GEN.;En politiker var skarp;En politiker var skarpt
ADJ. NOUN AGR. GEN.;En journalist var vass;En journalist var vasst
ADJ. NOUN AGR. GEN.;En författare var musikalisk;En författare var musikaliskt
ADJ. NOUN AGR. GEN.;En artist var dramatisk;En artist var dramatiskt
ADJ. NOUN AGR. GEN.;En musiker var komisk;En musiker var komiskt
ADJ. NOUN AGR. GEN.;En skådespelare var snabb;En skådespelare var snabbt
ADJ. NOUN AGR. GEN.;En idrottare var underbar;En idrottare var underbart
ADJ. NOUN AGR. GEN.;Ett par var förälskat;Ett par var förälskad
ADJ. NOUN AGR. GEN.;En kanot var trasig;Ett kanot var trasigt
ADJ. NOUN AGR. GEN.;Ett hamnbygge var försenat;Ett hamnbygge var försenad
ADJ. NOUN AGR. GEN.;Ett fel var fixat;Ett fel var fixad
ADJ. NOUN AGR. GEN.;Ett diskmedel var giftigt;Ett diskmedel var giftig
ADJ. NOUN AGR. DEF.;Äpplet var rött;Äpplet var röd
ADJ. NOUN AGR. DEF.;Fåret var ulligt;Fåret var ullig
ADJ. NOUN AGR. DEF.;Rådjuret var skyggt;Rådjuret var skygg
ADJ. NOUN AGR. DEF.;Måttet var enormt;Måttet var enorm
ADJ. NOUN AGR. DEF.;Lodjuret var smidigt;Lodjuret var smidig
ADJ. NOUN AGR. DEF.;Djuret var flitigt;Djuret var flitig
ADJ. NOUN AGR. DEF.;Hjorten var resligt;Hjorten var reslig
ADJ. NOUN AGR. DEF.;Svinet var grymt;Svinet var grym
ADJ. NOUN AGR. DEF.;Vildsvinet var vilt;Vildsvinet var vild
ADJ. NOUN AGR. DEF.;Lammet var oskyldigt;Lammet var oskyldig
ADJ. NOUN AGR. DEF.;Barnet var rött;Barnet var röd
ADJ. NOUN AGR. DEF.;Havsdjuret var mystiskt;Havsdjuret var mystisk
ADJ. NOUN AGR. DEF.;Lejonet var starkt;Lejonet var stark
ADJ. NOUN AGR. DEF.;Skeppet var randigt;Skeppet var randig
ADJ. NOUN AGR. DEF.;Korsordet var enkelt;Korsordet var enkel
ADJ. NOUN AGR. DEF.;Vapnet var otäckt;Vapnet var otäck
ADJ. NOUN AGR. DEF.;Havet var slemmigt;Havet var slemmig
ADJ. NOUN AGR. DEF.;Avgasröret var trasigt;Avgasröret var trasig
ADJ. NOUN AGR. DEF.;Sjöodjuret var halt;Sjöodjuret var hal
ADJ. NOUN AGR. DEF.;Förfallet var fint;Förfallet var fin
ADJ. NOUN AGR. DEF.;Kriget var sött;Kriget var söt
ADJ. NOUN AGR. DEF.;Dasset var spänt;Dasset var spänd
ADJ. NOUN AGR. DEF.;Kräftdjuret var krämigt;Kräftdjuret var krämig
ADJ. NOUN AGR. DEF.;Skaldjuret var frostigt;Skaldjuret var frostig
ADJ. NOUN AGR. DEF.;Djuret var randigt;Djuret var randig
ADJ. NOUN AGR. DEF.;Grässtrået var vilt;Grässtrået var vild
ADJ. NOUN AGR. DEF.;Ankdjuret var vitt;Ankdjuret var vit
ADJ. NOUN AGR. DEF.;Fjäderfäet var högljutt;Fjäderfäet var högljudd
ADJ. NOUN AGR. DEF.;Barnet var litet;Barnet var liten
ADJ. NOUN AGR. DEF.;Syskonet var tramsigt;Syskonet var tramsig
ADJ. NOUN AGR. DEF.;Kusinbarnet var avlägset;Kusinbarnet var avlägsen
